iter	Passed	Remaining
673	5513	59932
674	5522	59933
675	5532	59937
676	5540	59933
677	5548	59923
678	5558	59930
679	5567	59934
680	5576	59937
681	5585	59928
682	5595	59948
683	5601	59917
684	5607	59883
685	5613	59852
686	5619	59817
687	5628	59823
688	5637	59824
689	5646	59816
690	5653	59803
691	5663	59807
692	5672	59807
693	5679	59786
694	5687	59781
695	5695	59772
696	5704	59771
697	5713	59771
698	5720	59753
699	5729	59753
700	5738	59752
701	5748	59756
702	5756	59752
703	5765	59751
704	5775	59766
705	5784	59761
706	5791	59745
707	5799	59730
708	5806	59710
709	5813	59689
710	5819	59661
711	5828	59664
712	5835	59638
713	5840	59601
714	5845	59560
715	5852	59539
716	5858	59509
717	5864	59482
718	5871	59462
719	5879	59451
720	5888	59451
721	5896	59442
722	5905	59437
723	5914	59440
724	5926	59466
725	5932	59438
726	5937	59402
727	5942	59363
728	5948	59333
729	5957	59333
730	5966	59326
731	5975	59330
732	5983	59324
733	5992	59324
734	6001	59316
735	6010	59318
736	6019	59320
737	6027	59310
738	6037	59322
739	6048	59339
740	6057	59343
741	6066	59337
742	6075	59338
743	6083	59327
744	6091	59325
745	6099	59309
746	6108	59311
747	6117	59307
748	6126	59309
749	6135	59308
750	6143	59301
751	6152	59301
752	6161	59302
753	6171	59305
754	6180	59307
755	6189	59305
756	6198	59308
757	6206	59297
758	6214	59285
759	6223	59284
760	6232	59286
761	6240	59280
762	6251	59290
763	6257	59268
764	6262	59230
765	6268	59199
766	6275	59181
767	6284	59183
768	6294	59187
769	6303	59191
770	6312	59182
771	6320	59179
772	6327	59156
773	6336	59156
774	6344	59151
775	6353	59149
776	6363	59153
777	6371	59149
778	6379	59138
779	6388	59136
780	6397	59129
781	6405	59120
782	6414	59123
783	6423	59122
784	6431	59114
785	6439	59102
786	6447	59092
787	6454	59077
788	6464	59079
789	6471	59066
790	6479	59048
791	6487	59043
792	6496	59044
793	6503	59027
794	6513	59028
795	6521	59020
796	6530	59021
797	6539	59018
798	6547	59010
799	6554	58990
800	6564	59001
801	6574	59009
802	6583	59009
803	6589	58975
804	6593	58936
805	6598	58898
806	6607	58898
807	6615	58886
808	6625	58888
809	6633	58882
810	6642	58881
811	6651	58877
812	6658	58861
813	6665	58839
814	6673	58834
815	6682	58834
816	6691	58835
817	6699	58818
818	6707	58814
819	6715	58803
820	6723	58794
821	6731	58784
822	6740	58784
823	6749	58778
824	6758	58775
825	6765	58762
826	6772	58741
827	6779	58718
828	6787	58710
829	6793	58688
830	6799	58663
831	6809	58663
832	6816	58651
833	6825	58643
834	6833	58634
835	6840	58615
836	6846	58590
837	6854	58578
838	6861	58564
839	6869	58557
840	6876	58534
841	6885	58532
842	6894	58530
843	6905	58550
844	6912	58527
845	6918	58502
846	6923	58470
847	6929	58441
848	6938	58441
849	6946	58431
850	6955	58433
851	6963	58423
852	6972	58422
853	6980	58411
854	6988	58404
855	6997	58400
856	7006	58400
857	7015	58395
858	7024	58397
859	7034	58399
860	7042	58392
861	7050	58385
862	7059	58384
863	7068	58376
864	7074	58356
865	7082	58346
866	7091	58342
867	7100	58340
868	7109	58340
869	7118	58340
870	7127	58336
871	7136	58337
872	7145	58332
873	7153	58323
874	7162	58319
875	7170	58315
876	7178	58301
877	7187	58301
878	7195	58291
879	7203	58284
880	7211	58271
881	7220	58270
882	7230	58275
883	7237	58261
884	7243	58232
885	7248	58201
886	7253	58168
887	7262	58164
888	7271	58166
889	7281	58166
890	7289	58158
891	7296	58143
892	7303	58125
893	7312	58122
894	7320	58111
895	7329	58108
896	7338	58107
897	7347	58107
898	7356	58105
899	7365	58106
900	7374	58102
901	7383	58099
902	7390	58088
903	7399	58084
904	7407	58073
905	7414	58057
906	7423	58050
907	7431	58048
908	7440	58038
909	7447	58028
910	7455	58017
911	7464	58016
912	7474	58015
913	7483	58016
914	7492	58016
915	7500	58003
916	7508	57994
917	7515	57981
918	7523	57972
919	7535	57987
920	7544	57989
921	7554	57996
922	7562	57983
923	7569	57965
924	7574	57931
925	7578	57895
926	7586	57883
927	7595	57885
928	7602	57868
929	7611	57865
930	7619	57851
931	7628	57850
932	7636	57842
933	7644	57832
934	7652	57826
935	7662	57825
936	7671	57823
937	7678	57811
938	7685	57796
939	7695	57796
940	7704	57796
941	7712	57784
942	7721	57782
943	7729	57773
944	7739	57777
945	7744	57747
946	7750	57723
947	7757	57708
948	7764	57686
949	7771	57671
950	7778	57653
951	7785	57637
952	7794	57637
953	7802	57624
954	7808	57599
955	7815	57589
956	7824	57580
957	7831	57567
958	7838	57549
959	7844	57529
960	7854	57529
961	7863	57527
962	7872	57527
963	7883	57539
964	7891	57527
965	7896	57497
966	7901	57469
967	7906	57439
968	7913	57419
969	7921	57413
970	7930	57408
971	7938	57401
972	7948	57401
973	7957	57401
974	7966	57400
975	7976	57403
976	7984	57393
977	7993	57394
978	8004	57403
979	8013	57404
980	8023	57406
981	8032	57406
982	8041	57401
983	8049	57396
984	8056	57373
985	8063	57361
986	8072	57357
